Nome,Tipo,Área m2,Preço R$,quartos,suites,vagas
"SDS Bloco L Lote 30, ASA SUL, BRASILIA",Aluguel Sala 1000 m²,1000 m²,"R$  32.640
Valor m² R$  32",0,0,0
"CRNW 510 Bloco A Lote 1, NOROESTE, BRASILIA",Aluguel Loja 123 m²,123 m²,"R$  9.600
Valor m² R$  77",0,0,2
"SRTVS Conjunto L Lote 38, ASA SUL, BRASILIA",Aluguel Sala 67 m²,67 m²,"R$  988
Valor m² R$  14",0,0,0
"CLN 211, ASA NORTE, BRASILIA",Aluguel Sala 27 m²,27 m²,"R$  850
Valor m² R$  31",0,0,0
"SCN Quadra 1 Bloco D, ASA NORTE, BRASILIA",Aluguel Loja 320 m²,320 m²,"R$  27.200
Valor m² R$  85",0,0,6
"SMAS Conjunto C, PARK SUL, BRASILIA",Aluguel Galpão 460 m²,460 m²,"R$  10.000
Valor m² R$  21",0,0,0
"SHIS QI 9, LAGO SUL, BRASILIA",Aluguel Sala 33 m²,33 m²,"R$  1.850
Valor m² R$  56",0,0,0
"SHS Quadra 6, ASA SUL, BRASILIA",Aluguel Sala 33 m²,33 m²,"R$  2.500
Valor m² R$  75",0,0,0
"CLN 306 Bloco C, ASA NORTE, BRASILIA",Aluguel Loja 74 m²,74 m²,"R$  3.600
Valor m² R$  48",0,0,0
"SRTVS Conjunto L Lote 38, ASA SUL, BRASILIA",Aluguel Sala 32 m²,32 m²,"R$  850
Valor m² R$  26",0,0,0
"SHN Quadra 1 Bloco E, ASA NORTE, BRASILIA",Aluguel Sala 571 m²,571 m²,"R$  54.267
Valor m² R$  95",0,0,11
"SEPN 504 Bloco C, ASA NORTE, BRASILIA",Aluguel Sala 40 m²,40 m²,"R$  1.200
Valor m² R$  30",0,0,0
"SEPS 712/912, ASA SUL, BRASILIA",Aluguel Sala 33 m²,33 m²,"R$  800
Valor m² R$  24",0,0,0
"CLN 408, ASA NORTE, BRASILIA",Aluguel Kitnet 31 m²,31 m²,"R$  1.250
Valor m² R$  40",0,0,0
"SHN Quadra 1 Bloco A, ASA NORTE, BRASILIA",Aluguel Loja 310 m²,310 m²,"R$  14.900
Valor m² R$  48",0,0,0
"SHS Quadra 6 Conjunto A, ASA SUL, BRASILIA",Aluguel Apartamento 49 m²,49 m²,"R$  5.500
Valor m² R$  112",0,1,0
"SHIN QI 11 Conjunto 10, LAGO NORTE, BRASILIA",Aluguel Casa 715 m²,715 m²,"R$  11.500
Valor m² R$  16",4,4,3
"SRTVS Conjunto L Lote 38, ASA SUL, BRASILIA",Aluguel Sala 34 m²,34 m²,"R$  695
Valor m² R$  20",0,0,0
"Condomínio Resid Maxximo Garden, JARDIM BOTANICO, BRASILIA",Aluguel Casa 400 m²,400 m²,"R$  12.500
Valor m² R$  31",6,5,4
